"ThreadID","AuthorID","Date","Time","WC","Analytic","Clout","Authentic","Tone","ppron","i","we","you","shehe","they","posemo","negemo","anx","anger","sad","focuspast","focuspresent","focusfuture"
520737,54960,"2008-09-09","17:16",122,70.12,53.28,3.16,83.88,4.1,0,0,1.64,0,2.46,3.28,0,0,0,0,2.46,9.02,1.64
137772,41084,"2004-06-16","09:31",81,77.6,45.1,89.1,88.52,8.64,4.94,0,2.47,0,1.23,4.94,1.23,0,1.23,0,7.41,6.17,1.23
242113,77609,"2005-10-30","00:46",71,85.59,28.65,88.38,1,8.45,5.63,0,1.41,0,1.41,4.23,8.45,5.63,1.41,1.41,1.41,9.86,1.41
271364,77940,"2006-02-17","03:13",55,22.86,89.83,2.4,60.23,7.27,1.82,5.45,0,0,0,3.64,1.82,1.82,0,0,0,12.73,0
239650,34292,"2005-10-24","10:46",23,58.77,50,54.89,25.77,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,8.7,0
329300,-1,"2006-09-29","09:23",7,5.53,50,89.63,99,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0
159610,50127,"2004-10-18","04:29",9,74.89,98.62,4.97,99,11.11,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0
355944,83488,"2007-01-16","07:04",19,98.6,50,19.27,25.77,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0
397239,114276,"2007-06-19","07:06",36,13.24,39.05,39.76,99,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0
365812,54960,"2007-03-03","00:02",17,41.45,72.17,1,99,5.88,0,0,0,0,5.88,11.76,0,0,0,0,0,5.88,0
532649,124039,"2010-10-26","14:03",4,92.84,50,1,99,0,0,0,0,0,0,25,0,0,0,0,0,0,0
537425,32,"2008-11-16","01:54",87,59.19,67.71,33.18,11.04,10.34,5.75,0,4.6,0,0,1.15,2.3,0,0,1.15,3.45,11.49,2.3
341876,95961,"2006-11-17","07:44",51,77.76,78.36,66.34,90.49,9.8,3.92,1.96,0,3.92,0,5.88,1.96,0,0,0,1.96,7.84,0
13551,4284,"2002-02-22","16:57",35,43.31,95.65,26,99,14.29,2.86,5.71,5.71,0,0,8.57,0,0,0,0,5.71,17.14,0
453250,8912,"2008-12-18","22:53",17,92.84,72.17,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0
821341,240994,"2011-08-02","03:04",86,42.2,59.18,2.6,10.92,6.98,2.33,0,0,2.33,2.33,1.16,2.33,0,1.16,0,8.14,6.98,0
465679,175214,"2009-03-18","00:57",77,19.64,7.67,79.64,90.27,10.39,10.39,0,0,0,0,6.49,2.6,0,0,0,0,14.29,0
170788,4876,"2004-12-10","10:21",96,84.57,95.2,18.52,25.77,7.29,2.08,1.04,0,0,4.17,2.08,2.08,0,0,0,5.21,10.42,1.04
238977,38794,"2005-10-19","00:26",588,66.7,78.8,7.24,61.25,7.82,0.85,0.51,1.53,3.57,1.36,2.72,0.85,0.51,0.17,0,5.95,9.01,1.7
84808,9427,"2003-08-26","23:44",91,98.72,37.09,49.19,25.77,3.3,3.3,0,0,0,0,2.2,2.2,0,2.2,0,1.1,2.2,1.1
22698,986,"2002-05-23","11:09",1,92.84,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547295,164774,"2008-11-30","18:09",61,70.12,31.15,95.44,1.13,6.56,3.28,1.64,1.64,0,0,0,3.28,0,1.64,1.64,6.56,9.84,0
521068,115022,"2009-04-14","03:25",48,54.96,58.24,1.79,25.77,4.17,0,2.08,0,2.08,0,4.17,4.17,0,0,0,4.17,8.33,4.17
667584,201606,"2009-12-22","10:49",239,45.24,72.09,41.21,40.86,10.88,2.51,1.67,3.35,0.84,2.51,4.18,3.35,0.42,1.67,0,2.51,13.81,0.84
233590,74140,"2005-10-05","07:57",15,69.57,25.24,43.37,1,6.67,6.67,0,0,0,0,0,6.67,0,6.67,0,0,13.33,0
409465,79334,"2007-08-12","04:47",22,87.28,91.35,31.94,25.77,4.55,0,0,4.55,0,0,0,0,0,0,0,4.55,0,0
399774,48423,"2007-07-06","04:40",31,9.68,5.36,8.87,25.77,9.68,6.45,0,0,3.23,0,3.23,3.23,0,0,0,6.45,9.68,0
252620,83013,"2005-12-09","02:41",145,57.29,55.48,61.54,9.02,9.66,4.83,1.38,0.69,0,2.76,2.07,3.45,0,2.07,0,2.76,13.79,0.69
34035,11667,"2002-09-29","19:44",12,80.75,95.2,1.79,1,8.33,0,0,0,0,8.33,0,16.67,8.33,8.33,0,0,16.67,0
497086,118148,"2008-06-14","20:20",31,53.27,90.14,20.84,83.22,6.45,0,0,0,0,6.45,6.45,3.23,0,3.23,0,6.45,9.68,0
566748,64495,"2009-01-31","09:04",213,58.83,62.88,47.72,42.83,7.98,3.29,1.41,1.88,0.47,0.94,3.76,2.82,0.47,2.82,0,3.29,9.86,1.41
263797,12503,"2006-01-19","19:05",20,51.43,30.86,99,96.76,10,10,0,0,0,0,5,0,0,0,0,10,10,0
232180,36093,"2005-09-19","12:59",5,99,50,99,25.77,0,0,0,0,0,0,0,0,0,0,0,0,20,0
267011,83916,"2006-02-01","05:11",10,99,50,93.3,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369120,120277,"2007-04-01","04:43",148,54.5,86.02,1,25.77,6.76,1.35,1.35,0,4.05,0,2.7,2.7,1.35,0.68,0,4.05,12.16,0.68
463097,118148,"2008-02-26","07:22",20,51.43,99,1,25.77,15,0,10,0,0,5,0,0,0,0,0,0,5,0
145223,7587,"2005-01-21","07:14",53,49.27,50,72.17,25.77,7.55,3.77,0,3.77,0,0,0,0,0,0,0,3.77,5.66,0
454987,89859,"2008-01-26","00:38",26,82,77.92,17.46,89.84,3.85,0,3.85,0,0,0,3.85,0,0,0,0,0,15.38,0
254482,36093,"2005-12-14","17:11",3,92.84,50,98.01,1,0,0,0,0,0,0,0,33.33,0,33.33,0,0,33.33,0
694717,202460,"2010-03-27","19:35",7,1,99,13.15,25.77,14.29,0,0,0,0,14.29,0,0,0,0,0,0,28.57,0
484374,146033,"2008-04-24","20:21",95,68.67,70.08,36.61,1.36,7.37,2.11,2.11,0,0,3.16,1.05,4.21,0,2.11,1.05,3.16,8.42,0
135287,115800,"2007-03-27","08:15",9,92.84,50,58.07,25.77,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0
139255,1582,"2004-06-23","06:24",63,54.14,37.54,93.64,1,7.94,4.76,0,0,0,3.17,0,6.35,0,3.17,0,7.94,3.17,0
312738,94400,"2006-07-25","04:57",70,63.38,38.74,43.37,8.64,8.57,4.29,1.43,0,0,2.86,1.43,2.86,1.43,0,0,1.43,10,2.86
191868,-1,"2006-04-30","20:09",10,51.43,84.14,3.37,99,0,0,0,0,0,0,10,0,0,0,0,10,10,0
218880,59453,"2005-07-23","06:44",24,87.83,33.83,48.89,25.77,12.5,4.17,4.17,0,0,4.17,0,0,0,0,0,0,12.5,0
23304,4251,"2002-05-25","23:35",31,20.06,62.65,60.4,83.22,12.9,6.45,0,6.45,0,0,3.23,0,0,0,0,0,12.9,6.45
62872,158591,"2009-07-26","11:32",12,37.39,95.2,74.76,25.77,8.33,0,0,8.33,0,0,0,0,0,0,0,0,16.67,0
532649,159309,"2008-12-01","02:54",73,27.75,44.56,99,2.2,16.44,13.7,0,0,1.37,1.37,0,2.74,2.74,0,0,13.7,8.22,1.37
260309,84618,"2006-01-09","06:33",289,72.54,51.38,57.57,58.5,5.88,2.42,1.38,1.04,0,1.04,2.08,0.35,0,0,0,2.42,9.34,1.73
388310,114276,"2007-05-23","12:14",44,62.85,81.84,5.43,99,9.09,0,0,2.27,0,6.82,11.36,0,0,0,0,13.64,2.27,0
20662,5720,"2002-05-01","08:57",201,86.63,72.47,3.3,1,5.47,0.5,0,0,1.99,2.99,0.5,5.47,0.5,3.48,0,7.46,6.97,0.5
58493,11344,"2003-03-01","03:43",112,84.57,29.6,83.26,75.48,9.82,7.14,1.79,0,0,0.89,3.57,0.89,0,0,0,2.68,8.04,0.89
218880,59453,"2005-07-19","03:05",6,1,4.8,1,25.77,16.67,0,0,0,16.67,0,0,0,0,0,0,0,33.33,0
647112,188675,"2009-10-09","12:39",3,92.84,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548634,157124,"2008-12-06","04:16",331,33.96,74.7,26.44,2.26,9.06,4.53,0.91,3.02,0,0.6,1.51,4.23,0,2.11,1.21,2.42,11.78,0.91
231115,51993,"2005-09-13","03:13",108,76.93,46.3,19.04,1,2.78,2.78,0,0,0,0,4.63,8.33,0,4.63,0,3.7,7.41,1.85
332660,54960,"2006-10-11","06:16",17,58.07,50,6.2,25.77,5.88,5.88,0,0,0,0,0,0,0,0,0,0,23.53,0
374910,120663,"2007-03-25","11:43",143,46.63,31.23,63.54,8.87,11.19,7.69,0.7,0,0,2.8,2.8,4.2,1.4,0,1.4,6.99,9.79,2.1
424318,90627,"2007-09-28","00:50",45,57.71,67.16,10.08,67.75,4.44,0,0,2.22,2.22,0,6.67,4.44,0,2.22,0,6.67,8.89,0
211284,54118,"2005-06-15","02:25",70,28.22,97.69,1.94,99,10,0,5.71,4.29,0,0,8.57,1.43,0,0,1.43,0,18.57,1.43
374819,120277,"2007-03-25","02:39",53,78.54,77.48,60.79,25.77,7.55,3.77,0,1.89,0,1.89,0,0,0,0,0,5.66,7.55,0
127115,32925,"2004-05-20","13:06",116,56.81,95.75,5.14,25.77,6.9,0.86,1.72,0,0.86,3.45,2.59,2.59,0,1.72,0,4.31,12.07,0
314205,103032,"2006-07-30","00:00",99,74.89,50,44.72,4.86,4.04,1.01,0,0,3.03,0,3.03,5.05,2.02,2.02,1.01,0,8.08,0
231526,70866,"2005-09-15","01:37",95,26.07,89.66,24.41,25.77,18.95,6.32,0,6.32,4.21,2.11,1.05,1.05,0,0,0,6.32,12.63,2.11
434511,79334,"2007-11-05","14:29",10,77.33,97.69,3.37,99,10,0,0,0,0,10,10,0,0,0,0,0,20,0
789281,191973,"2011-03-25","00:44",70,87.66,97.69,1,52.57,12.86,0,7.14,1.43,4.29,0,4.29,2.86,0,2.86,0,1.43,14.29,1.43
277970,83287,"2006-03-14","07:51",7,5.53,50,1,1,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0
119008,-1,"2004-02-28","22:24",27,88.48,64.46,4.97,88.52,7.41,3.7,0,0,3.7,0,3.7,0,0,0,0,3.7,3.7,0
234606,73475,"2005-09-27","10:18",115,92.84,75.68,27.39,58.68,6.09,2.61,1.74,1.74,0,0,2.61,0.87,0,0,0.87,1.74,13.04,2.61
385763,122422,"2007-05-08","07:12",120,73.6,36.95,82.75,14.3,5,2.5,0.83,0,0,1.67,1.67,2.5,0,0.83,0,0.83,9.17,0.83
481075,139967,"2008-04-13","00:20",86,13.34,94.81,1,95.29,8.14,0,3.49,1.16,0,3.49,4.65,0,0,0,0,6.98,15.12,0
315282,92245,"2006-08-03","04:59",11,31.44,81.84,85.21,1,18.18,9.09,0,9.09,0,0,0,9.09,0,9.09,0,0,18.18,0
288303,-1,"2006-05-08","14:55",76,63.17,29.92,93.86,74.74,10.53,6.58,0,3.95,0,0,2.63,0,0,0,0,5.26,5.26,0
215673,51396,"2005-07-09","08:03",59,23.73,15.45,90.34,57.83,13.56,8.47,0,5.08,0,0,1.69,0,0,0,0,1.69,18.64,0
726605,54960,"2010-07-26","06:16",106,82.26,71.43,60.79,42.91,7.55,2.83,0,1.89,0.94,1.89,0.94,0,0,0,0,6.6,2.83,0
145223,44157,"2004-08-13","04:14",48,98.57,50,3.9,25.77,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0
102254,22029,"2003-12-05","07:44",152,71.61,50,93.86,16.38,13.16,7.89,0,3.95,0,1.32,2.63,3.29,0.66,0.66,0.66,0.66,9.21,2.63
796075,228305,"2011-04-24","20:11",43,42.2,32.1,12.01,95.29,9.3,6.98,0,0,0,2.33,6.98,2.33,2.33,0,0,2.33,18.6,4.65
267041,34292,"2006-02-01","11:25",15,97.34,50,43.37,1,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0
10777,1038,"2002-01-22","09:04",211,30.89,42.48,91.88,25.77,15.64,10.43,0.95,3.32,0,0.95,1.9,1.9,0,0.95,0.95,1.9,10.9,3.32
363541,116333,"2007-04-18","18:25",358,41.63,46.65,57.07,30.49,7.54,3.91,0.56,2.51,0,0.56,2.23,1.96,0,1.68,0.28,1.4,14.8,0.84
379544,82380,"2007-04-12","09:11",36,96.85,20.24,74.76,77,0,0,0,0,0,0,2.78,0,0,0,0,2.78,13.89,0
588291,144230,"2009-04-06","12:26",970,64.88,44.27,70.48,16.87,9.79,6.49,0.31,0.62,0.1,2.27,1.65,2.27,0.1,0.62,0.93,3.61,11.44,1.44
723342,8912,"2010-07-19","05:13",162,94.95,83.84,12.84,5.77,7.41,1.23,0.62,0,4.94,0.62,1.23,3.09,0,1.85,0,8.02,2.47,0
83666,11696,"2003-08-20","19:30",3,99,99,1,99,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0
165428,50127,"2004-11-18","03:29",19,6.15,98.19,19.27,1,15.79,0,15.79,0,0,0,0,5.26,0,5.26,0,0,15.79,5.26
330953,103259,"2006-10-04","09:42",52,98.86,50,83.83,99,1.92,1.92,0,0,0,0,7.69,0,0,0,0,3.85,9.62,5.77
215493,41692,"2005-07-05","17:42",165,61.63,98.69,1,3.15,13.33,1.21,1.82,4.24,6.06,0,1.82,4.24,1.21,1.82,0,0,10.91,1.82
792862,9427,"2011-04-09","08:18",46,99,50,9.25,4.13,0,0,0,0,0,0,0,2.17,0,0,0,2.17,4.35,0
306760,84070,"2006-07-09","00:42",179,67.95,45.55,47.8,17.63,7.82,5.03,0,0.56,2.23,0,2.79,3.35,0.56,2.79,0,2.23,12.29,0
324582,105011,"2006-09-12","05:50",122,68.03,74.41,31.05,25.77,5.74,1.64,0,1.64,0.82,1.64,1.64,1.64,0,0.82,0,11.48,1.64,1.64
319143,43160,"2006-08-17","08:16",136,94.74,64.36,47.25,53.41,2.21,0,2.21,0,0,0,2.21,0.74,0,0,0.74,1.47,8.82,0
292136,84364,"2006-06-07","22:28",62,23.43,79.01,2.96,1.23,11.29,1.61,0,0,3.23,6.45,0,3.23,0,3.23,0,6.45,16.13,1.61
668711,91680,"2009-12-29","04:11",44,92.84,75.24,85.21,3.73,4.55,2.27,0,2.27,0,0,0,2.27,0,2.27,0,6.82,6.82,0
664438,166362,"2009-12-31","17:57",251,79.1,76.34,23.84,77.16,6.77,1.2,2.79,0.4,1.2,1.2,3.59,0.8,0.4,0,0,1.99,9.56,1.99
854065,231978,"2011-12-21","16:51",4,92.84,50,74.76,99,0,0,0,0,0,0,25,0,0,0,0,0,0,0
4466,50076,"2004-11-26","18:08",42,60.8,82.96,52.86,1,11.9,4.76,2.38,4.76,0,0,0,4.76,2.38,2.38,0,4.76,16.67,0
254744,83493,"2005-12-30","18:53",21,40.66,17.04,68.01,99,9.52,9.52,0,0,0,0,9.52,0,0,0,0,9.52,9.52,0
194076,48278,"2005-03-26","08:14",27,7.43,1.38,98.01,25.77,11.11,11.11,0,0,0,0,0,0,0,0,0,0,29.63,3.7
676457,197832,"2010-01-27","21:26",57,79.88,85.38,4.05,58.97,3.51,0,1.75,1.75,0,0,5.26,3.51,0,3.51,0,3.51,7.02,0
466576,142741,"2008-03-05","03:49",112,94.41,46.43,30.01,59.59,3.57,2.68,0.89,0,0,0,1.79,0,0,0,0,1.79,6.25,1.79
315892,83488,"2006-08-05","09:38",79,61.38,87.27,22.44,1,7.59,1.27,1.27,3.8,0,1.27,0,5.06,0,5.06,0,1.27,12.66,3.8
546315,151018,"2008-11-27","20:38",88,83.58,54.52,46.36,25.77,4.55,2.27,0,0,0,2.27,2.27,2.27,1.14,0,0,2.27,13.64,2.27
722015,216710,"2010-07-21","00:45",417,33.72,59.47,24.12,52.78,9.83,4.56,0,1.2,3.84,0.24,2.88,1.44,0,0.48,0.48,7.43,10.79,0.24
340563,106012,"2006-11-15","04:08",50,3.46,72.57,12.17,91.14,16,6,0,10,0,0,4,0,0,0,0,0,16,2
362179,116333,"2007-02-07","02:03",221,70.1,51.81,34.15,19.05,4.07,1.36,0.45,0,0,2.26,1.36,1.81,0,0.45,0,4.98,9.05,1.81
500445,114211,"2008-07-10","01:37",9,1,50,58.07,25.77,11.11,11.11,0,0,0,0,0,0,0,0,0,0,22.22,11.11
764301,203262,"2010-12-29","11:42",20,65.29,93.3,74.76,25.77,10,5,0,5,0,0,0,0,0,0,0,5,5,0
815310,117404,"2011-07-17","17:04",142,72.87,83.8,17.93,1,10.56,2.82,1.41,4.23,0,2.11,1.41,4.93,1.41,1.41,2.11,3.52,14.79,1.41
724134,54960,"2010-07-09","07:56",178,87.35,41.13,70.08,25.77,7.87,2.25,0,0,0,5.62,1.12,1.12,0.56,0.56,0,0.56,8.99,0
578694,47875,"2009-05-11","20:40",42,78.35,59.4,2.82,70.57,2.38,2.38,0,0,0,0,4.76,2.38,2.38,0,0,9.52,4.76,0
832647,217278,"2011-09-19","05:30",106,69.89,92.14,20.42,77.79,7.55,1.89,2.83,1.89,0,0.94,3.77,0.94,0.94,0,0,3.77,7.55,0.94
290386,96137,"2006-05-09","01:55",55,66.48,50,14.1,1,9.09,3.64,1.82,0,0,3.64,1.82,5.45,0,1.82,0,3.64,16.36,0
402253,127698,"2007-07-15","16:19",33,72.52,96.52,1,25.77,6.06,0,6.06,0,0,0,6.06,6.06,0,3.03,0,0,9.09,3.03
135324,-1,"2004-05-31","09:57",36,23.63,28.91,58.07,99,16.67,11.11,0,2.78,2.78,0,11.11,0,0,0,0,2.78,22.22,2.78
218736,-1,"2006-05-27","17:59",115,46.46,69.92,14.99,6.45,7.83,0,3.48,0,0,4.35,3.48,5.22,0.87,3.48,0,1.74,10.43,0.87
710268,148128,"2010-05-26","05:58",72,26.8,96.42,23.51,51.78,16.67,2.78,5.56,1.39,0,6.94,4.17,2.78,1.39,0,0,0,12.5,0
535533,110767,"2009-01-10","01:10",60,65.29,50,98.01,84.54,6.67,1.67,1.67,1.67,0,1.67,5,1.67,0,1.67,0,3.33,21.67,6.67
326785,84070,"2006-09-17","06:13",46,34.48,58.59,4.59,4.13,6.52,0,2.17,2.17,0,2.17,2.17,4.35,0,0,2.17,0,10.87,2.17
534578,19984,"2008-10-25","17:09",17,98.92,99,6.2,98.87,5.88,0,0,5.88,0,0,5.88,0,0,0,0,0,11.76,0
282677,88229,"2006-03-31","20:25",41,39.04,50,1.17,3.09,2.44,0,0,0,0,2.44,0,2.44,0,0,0,2.44,9.76,0
352981,114608,"2007-01-11","08:39",228,75.22,46.49,56.16,13.81,4.82,0.88,0.88,0.44,0,2.63,1.75,2.63,0.88,0.44,0.44,3.07,7.89,1.32
457944,118749,"2008-03-03","17:50",12,99,20.24,98.01,99,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0
369723,-1,"2007-03-08","11:14",63,78.35,37.54,47.57,55.71,4.76,3.17,0,1.59,0,0,6.35,4.76,1.59,0,0,7.94,4.76,0
395991,114314,"2007-06-14","06:22",8,92.84,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0
369723,114276,"2007-03-09","04:52",28,67.14,76.25,1.06,87.2,7.14,0,0,7.14,0,0,3.57,0,0,0,0,3.57,10.71,0
297041,42408,"2007-01-29","16:20",29,88.83,24.51,95.26,25.77,6.9,6.9,0,0,0,0,3.45,3.45,0,0,3.45,0,6.9,3.45
846788,195049,"2011-12-07","17:40",203,56.46,96.55,13.15,63.12,9.85,0,5.91,0,0,3.94,4.43,2.46,0,0.99,0.49,1.97,8.87,3.45
408419,116713,"2007-08-04","20:43",8,71.61,99,7.84,99,25,12.5,0,12.5,0,0,12.5,0,0,0,0,12.5,0,0
425940,124855,"2007-10-08","01:55",61,19.01,79.38,31.05,83.88,6.56,0,3.28,0,0,3.28,4.92,1.64,0,0,0,0,18.03,0
545316,156474,"2008-12-08","06:16",38,27.32,96.7,4.05,25.77,15.79,5.26,5.26,0,5.26,0,2.63,2.63,0,2.63,0,5.26,13.16,2.63
356259,82872,"2007-01-21","11:47",69,85.32,50,98.01,99,11.59,7.25,0,1.45,0,2.9,8.7,0,0,0,0,2.9,10.14,4.35
810303,236760,"2011-06-24","21:42",15,97.34,50,1,25.77,0,0,0,0,0,0,6.67,6.67,0,6.67,0,0,13.33,6.67
752641,166362,"2010-11-03","05:39",541,76.17,71.05,40.74,35.45,4.62,0.37,1.11,1.48,0,1.66,2.96,2.4,0.18,1.66,0.37,4.25,8.87,0.74
442550,117632,"2007-12-06","16:48",69,15.38,80.77,19.97,78.8,14.49,1.45,0,1.45,0,11.59,2.9,0,0,0,0,4.35,13.04,1.45
258988,85379,"2005-12-31","23:32",383,56.31,79.09,59.58,14.87,9.4,3.13,1.04,3.13,0,2.09,3.13,3.92,0,0.78,0.52,2.87,10.97,1.83
363262,105011,"2007-02-14","06:28",49,61.73,65.86,1.69,64.46,8.16,2.04,0,6.12,0,0,8.16,6.12,2.04,2.04,0,0,12.24,6.12
532649,159674,"2008-10-28","00:16",43,61.87,24.26,98.96,25.77,9.3,6.98,0,0,0,2.33,2.33,2.33,0,2.33,0,4.65,2.33,0
761807,143026,"2010-12-04","23:44",135,98.75,61.67,15.12,25.77,2.96,1.48,0,0,0,1.48,1.48,1.48,0.74,0,0,0.74,2.96,0
256927,59603,"2005-12-23","21:43",5,1,2.31,99,25.77,20,20,0,0,0,0,0,0,0,0,0,0,20,20
652141,197524,"2009-10-27","08:12",44,31.44,50,98.47,1,18.18,13.64,2.27,0,0,2.27,0,4.55,0,0,0,2.27,6.82,4.55
46676,2748,"2002-12-05","22:39",113,90.95,23.94,82.25,41.79,7.08,6.19,0,0,0,0.88,0.88,0,0,0,0,2.65,7.96,0
265110,5123,"2006-01-27","08:58",22,87.28,67.52,31.94,94.75,4.55,0,0,0,0,4.55,4.55,0,0,0,0,0,4.55,0
176430,51994,"2005-01-11","00:36",37,7.63,20.87,54.14,25.77,8.11,5.41,0,2.7,0,0,0,0,0,0,0,8.11,16.22,0
283958,79334,"2006-08-04","23:21",23,92.84,19.23,80.16,1,8.7,8.7,0,0,0,0,0,4.35,0,4.35,0,0,8.7,8.7
589529,110767,"2009-04-10","05:07",19,99,29.92,50.35,97.58,10.53,10.53,0,0,0,0,5.26,0,0,0,0,0,0,5.26
340718,53655,"2006-11-15","18:37",23,46.46,33.19,98.89,1,4.35,0,4.35,0,0,0,0,4.35,0,0,0,4.35,8.7,4.35
14681,1038,"2002-03-06","22:03",24,60.8,89.42,1,25.77,20.83,8.33,0,0,12.5,0,12.5,12.5,0,8.33,0,0,12.5,0
62872,173437,"2009-07-19","17:00",20,8.19,15.86,15.86,96.76,0,0,0,0,0,0,5,0,0,0,0,0,15,0
283958,79334,"2007-05-04","05:48",30,99,36.95,93.3,25.77,6.67,6.67,0,0,0,0,3.33,3.33,0,3.33,0,3.33,6.67,0
21549,6954,"2002-05-09","08:08",15,17.96,2.31,98.01,25.77,20,20,0,0,0,0,0,0,0,0,0,0,20,0
93323,33144,"2003-10-10","09:47",30,98.46,50,65.14,25.77,3.33,3.33,0,0,0,0,0,0,0,0,0,3.33,10,0
583007,47875,"2009-03-21","20:18",21,54.14,7.67,68.01,99,0,0,0,0,0,0,9.52,0,0,0,0,4.76,9.52,0
364960,62481,"2007-02-17","00:51",35,67.14,61.26,26,25.77,5.71,0,0,2.86,0,2.86,0,0,0,0,0,0,11.43,0
566023,128515,"2009-01-28","04:00",35,85.46,71.61,95.88,25.77,11.43,2.86,0,0,0,8.57,0,0,0,0,0,0,11.43,0
534108,19984,"2008-10-24","23:49",118,29.68,75.12,6.41,2.77,9.32,2.54,0.85,5.08,0.85,0,3.39,5.93,1.69,2.54,0,0,15.25,1.69
356750,34292,"2007-01-18","22:08",105,54.14,57.56,26,25.77,8.57,2.86,0,3.81,0,1.9,1.9,1.9,0,1.9,0,5.71,11.43,0
13933,3610,"2002-03-12","01:55",84,34.21,72.41,23.51,87.2,14.29,4.76,4.76,1.19,0,3.57,3.57,0,0,0,0,1.19,10.71,3.57
233103,-1,"2005-09-29","07:48",10,51.43,2.31,93.3,25.77,20,20,0,0,0,0,0,0,0,0,0,0,20,0
402217,91853,"2007-07-09","06:06",57,58.35,98.83,1,6.35,14.04,1.75,5.26,0,7.02,0,0,1.75,0,0,0,1.75,12.28,1.75
566748,148347,"2009-01-30","05:16",129,37.9,70.64,64.67,90.1,11.63,4.65,3.88,0.78,0.78,1.55,4.65,0.78,0,0.78,0,3.1,11.63,3.88
779387,172022,"2011-02-13","01:42",45,69.57,96.21,18.21,99,8.89,0,0,0,4.44,4.44,8.89,2.22,0,2.22,0,4.44,8.89,0
575732,54960,"2009-02-27","01:14",23,80.03,95.89,9.25,25.77,8.7,0,0,4.35,0,4.35,0,0,0,0,0,0,17.39,0
225255,72298,"2005-08-20","13:10",46,97.28,58.59,1,66.89,2.17,0,0,0,0,2.17,2.17,0,0,0,0,0,6.52,0
579423,162018,"2009-03-11","00:38",140,78.85,80.42,3.37,25.77,4.29,0,1.43,1.43,0,1.43,5,5,1.43,1.43,0,0.71,7.14,0
366086,84224,"2007-02-26","17:18",11,56.58,96.52,1,99,9.09,0,0,9.09,0,0,36.36,0,0,0,0,0,9.09,0
244175,34292,"2005-11-05","00:48",8,99,10.58,99,99,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,12.5,0
257467,5123,"2005-12-28","07:47",37,54.5,50,92.7,1,5.41,0,5.41,0,0,0,0,10.81,0,8.11,0,0,8.11,0
22098,1740,"2002-05-14","11:51",73,42.11,24.66,64.86,76.42,6.85,4.11,1.37,0,0,1.37,4.11,1.37,0,1.37,0,4.11,6.85,1.37
295652,82487,"2006-05-24","08:39",54,70.5,28.91,58.07,25.77,11.11,11.11,0,0,0,0,3.7,3.7,0,1.85,0,12.96,0,1.85
14681,27,"2002-03-06","09:25",82,90.14,35.71,71.4,88.08,8.54,6.1,0,1.22,1.22,0,4.88,1.22,0,1.22,0,3.66,10.98,2.44
246822,58739,"2005-11-15","15:12",52,97.77,50,63.54,98.66,3.85,3.85,0,0,0,0,5.77,0,0,0,0,5.77,5.77,0
316923,83823,"2006-08-11","03:45",43,67.99,59.18,12.01,25.77,9.3,2.33,0,0,0,6.98,6.98,6.98,2.33,2.33,2.33,2.33,13.95,0
546834,117404,"2008-12-08","04:45",4,99,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,25,0,0
823368,199544,"2011-09-15","02:46",108,95.17,71.09,3.6,25.77,4.63,0,0,0,4.63,0,1.85,1.85,0,0,0,2.78,2.78,0.93
120790,12936,"2004-03-09","07:27",11,79.25,81.84,31.94,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517078,41084,"2008-09-17","07:46",46,46.46,74.3,27.39,99,17.39,10.87,0,4.35,0,2.17,6.52,0,0,0,0,6.52,10.87,2.17
482758,181593,"2011-10-22","12:28",33,5.88,38.08,31.94,25.77,18.18,12.12,0,0,6.06,0,0,0,0,0,0,6.06,12.12,3.03
486195,141644,"2008-05-01","08:32",36,53.02,50,39.76,25.77,8.33,5.56,0,2.78,0,0,2.78,2.78,0,2.78,0,5.56,8.33,0
532649,177997,"2009-03-16","11:47",25,29.6,2.31,99,25.77,8,4,0,0,0,4,0,0,0,0,0,8,12,4
10777,1038,"2002-01-23","05:26",58,35.07,97.09,59.31,1,17.24,6.9,3.45,6.9,0,0,0,3.45,0,0,1.72,5.17,12.07,5.17
297041,-1,"2006-07-11","21:05",8,92.84,50,74.76,99,0,0,0,0,0,0,25,0,0,0,0,0,12.5,0
